Entry_Datetime,Future_Traded_Price,ATM,Days_to_Expiry,CE_Symbol,CE_Entry_Price,CE_Exit_Price,CE_Exit_Datetime,PE_Symbol,PE_Entry_Price,PE_Exit_Price,PE_Exit_Datetime,PnL
2019-06-10 09:20:00,31384.0,31400,3,BANKNIFTY13JUN1931400CE.NFO,182.25,68.15,2019-06-10 15:10:00,BANKNIFTY13JUN1931400PE.NFO,226.85,272.22,2019-06-10 09:36:00,68.72999999999996
2019-06-11 09:20:00,31034.5,31100,2,BANKNIFTY13JUN1931100CE.NFO,171.95,206.33999999999997,2019-06-11 10:01:00,BANKNIFTY13JUN1931100PE.NFO,254.5,109.8,2019-06-11 15:10:00,110.31
2019-06-12 09:20:00,31126.9,31100,1,BANKNIFTY13JUN1931100CE.NFO,162.5,49.8,2019-06-12 15:10:00,BANKNIFTY13JUN1931100PE.NFO,142.3,170.76000000000002,2019-06-12 10:06:00,84.24
2019-06-13 09:20:00,30921.05,30900,0,BANKNIFTY13JUN1930900CE.NFO,84.9,61.95,2019-06-13 15:10:00,BANKNIFTY13JUN1930900PE.NFO,86.2,103.44,2019-06-13 09:33:00,5.710000000000008
2019-06-14 09:20:00,30972.5,31000,6,BANKNIFTY20JUN1931000CE.NFO,215.0,90.95,2019-06-14 15:10:00,BANKNIFTY20JUN1931000PE.NFO,269.4,323.28,2019-06-14 09:25:00,70.17
2019-06-17 09:20:00,30452.6,30500,3,BANKNIFTY20JUN1930500CE.NFO,196.4,112.05,2019-06-17 15:10:00,BANKNIFTY20JUN1930500PE.NFO,281.95,308.5,2019-06-17 15:10:00,57.8
2019-06-18 09:20:00,30412.0,30400,2,BANKNIFTY20JUN1930400CE.NFO,176.1,211.32,2019-06-18 11:44:00,BANKNIFTY20JUN1930400PE.NFO,202.6,243.12,2019-06-18 09:30:00,-75.74000000000001
2019-06-19 09:20:00,30612.4,30600,1,BANKNIFTY20JUN1930600CE.NFO,126.5,29.3,2019-06-19 15:10:00,BANKNIFTY20JUN1930600PE.NFO,151.15,181.38,2019-06-19 11:43:00,66.97000000000001
2019-06-20 09:20:00,30305.0,30300,0,BANKNIFTY20JUN1930300CE.NFO,83.65,100.38000000000001,2019-06-20 09:40:00,BANKNIFTY20JUN1930300PE.NFO,115.1,0.15,2019-06-20 15:10:00,98.21999999999998
2019-06-21 09:20:00,30680.0,30700,6,BANKNIFTY27JUN1930700CE.NFO,249.9,199.3,2019-06-21 15:10:00,BANKNIFTY27JUN1930700PE.NFO,278.95,334.74,2019-06-21 14:00:00,-5.190000000000026
2019-06-24 09:20:00,30661.05,30700,3,BANKNIFTY27JUN1930700CE.NFO,201.0,241.2,2019-06-24 09:30:00,BANKNIFTY27JUN1930700PE.NFO,245.5,250.35,2019-06-24 15:10:00,-45.04999999999998
2019-06-25 09:20:00,30493.9,30500,2,BANKNIFTY27JUN1930500CE.NFO,185.2,222.23999999999998,2019-06-25 09:56:00,BANKNIFTY27JUN1930500PE.NFO,198.0,45.9,2019-06-25 15:10:00,115.06
2019-06-26 09:20:00,30881.0,30900,1,BANKNIFTY27JUN1930900CE.NFO,141.7,170.04,2019-06-26 09:38:00,BANKNIFTY27JUN1930900PE.NFO,161.7,28.3,2019-06-26 15:10:00,105.05999999999997
2019-06-27 09:20:00,31289.95,31300,0,BANKNIFTY27JUN1931300CE.NFO,88.5,106.2,2019-06-27 10:16:00,BANKNIFTY27JUN1931300PE.NFO,91.0,109.2,2019-06-27 09:26:00,-35.900000000000006
2019-06-28 09:20:00,31342.1,31400,6,BANKNIFTY04JUL1931400CE.NFO,212.0,152.15,2019-06-28 15:10:00,BANKNIFTY04JUL1931400PE.NFO,338.45,362.6,2019-06-28 15:10:00,35.69999999999996
2019-07-01 09:20:00,31414.0,31400,3,BANKNIFTY04JUL1931400CE.NFO,196.15,204.65,2019-07-01 15:10:00,BANKNIFTY04JUL1931400PE.NFO,261.0,170.0,2019-07-01 15:10:00,82.5
2019-07-02 09:20:00,31460.0,31500,2,BANKNIFTY04JUL1931500CE.NFO,130.5,82.35,2019-07-02 15:10:00,BANKNIFTY04JUL1931500PE.NFO,247.1,296.52,2019-07-02 09:59:00,-1.2699999999999818
2019-07-03 09:20:00,31374.85,31400,1,BANKNIFTY04JUL1931400CE.NFO,100.95,121.14,2019-07-03 09:25:00,BANKNIFTY04JUL1931400PE.NFO,200.85,97.75,2019-07-03 15:10:00,82.91
2019-07-04 09:20:00,31568.6,31600,0,BANKNIFTY04JUL1931600CE.NFO,43.45,52.14,2019-07-04 09:24:00,BANKNIFTY04JUL1931600PE.NFO,153.3,96.4,2019-07-04 15:10:00,48.21000000000001
2019-07-05 09:20:00,31600.0,31600,6,BANKNIFTY11JUL1931600CE.NFO,273.0,162.0,2019-07-05 15:10:00,BANKNIFTY11JUL1931600PE.NFO,325.2,390.24,2019-07-05 13:08:00,45.95999999999998
2019-07-08 09:20:00,31185.0,31200,3,BANKNIFTY11JUL1931200CE.NFO,174.55,35.3,2019-07-08 15:10:00,BANKNIFTY11JUL1931200PE.NFO,222.15,266.58000000000004,2019-07-08 10:34:00,94.81999999999996
2019-07-09 09:20:00,30460.0,30500,2,BANKNIFTY11JUL1930500CE.NFO,137.75,165.3,2019-07-09 09:27:00,BANKNIFTY11JUL1930500PE.NFO,229.2,110.45,2019-07-09 15:10:00,91.19999999999997
2019-07-10 09:20:00,30770.15,30800,1,BANKNIFTY11JUL1930800CE.NFO,98.75,20.85,2019-07-10 15:10:00,BANKNIFTY11JUL1930800PE.NFO,169.75,203.7,2019-07-10 09:33:00,43.95000000000002
2019-07-11 09:20:00,30653.05,30700,0,BANKNIFTY11JUL1930700CE.NFO,63.0,75.6,2019-07-11 14:22:00,BANKNIFTY11JUL1930700PE.NFO,95.7,114.84,2019-07-11 09:27:00,-31.739999999999995
2019-07-12 09:20:00,30714.95,30700,6,BANKNIFTY18JUL1930700CE.NFO,215.2,138.15,2019-07-12 15:10:00,BANKNIFTY18JUL1930700PE.NFO,213.5,256.2,2019-07-12 09:54:00,34.349999999999994
2019-07-15 09:20:00,30605.75,30600,3,BANKNIFTY18JUL1930600CE.NFO,180.9,99.35,2019-07-15 15:10:00,BANKNIFTY18JUL1930600PE.NFO,174.0,208.8,2019-07-15 09:33:00,46.75
2019-07-16 09:20:00,30475.35,30400,2,BANKNIFTY18JUL1930400CE.NFO,200.15,240.18,2019-07-16 09:35:00,BANKNIFTY18JUL1930400PE.NFO,132.4,58.35,2019-07-16 15:10:00,34.02000000000001
2019-07-17 09:20:00,30618.0,30600,1,BANKNIFTY18JUL1930600CE.NFO,124.2,149.04000000000002,2019-07-17 10:03:00,BANKNIFTY18JUL1930600PE.NFO,103.6,38.9,2019-07-17 15:10:00,39.85999999999997
2019-07-18 09:20:00,30718.35,30700,0,BANKNIFTY18JUL1930700CE.NFO,74.0,0.1,2019-07-18 15:10:00,BANKNIFTY18JUL1930700PE.NFO,64.4,77.28,2019-07-18 09:27:00,61.02000000000001
2019-07-19 09:20:00,30512.2,30500,6,BANKNIFTY25JUL1930500CE.NFO,202.75,23.55,2019-07-19 15:10:00,BANKNIFTY25JUL1930500PE.NFO,184.9,221.88,2019-07-19 09:31:00,142.22
2019-07-22 09:20:00,29426.1,29500,3,BANKNIFTY25JUL1929500CE.NFO,180.0,152.9,2019-07-22 15:10:00,BANKNIFTY25JUL1929500PE.NFO,260.55,312.66,2019-07-22 12:33:00,-25.01000000000002
2019-07-23 09:20:00,29271.8,29300,2,BANKNIFTY25JUL1929300CE.NFO,171.35,205.62,2019-07-23 09:58:00,BANKNIFTY25JUL1929300PE.NFO,202.9,243.48000000000002,2019-07-23 09:31:00,-74.85000000000002
2019-07-24 09:20:00,29270.15,29200,1,BANKNIFTY25JUL1929200CE.NFO,176.0,21.45,2019-07-24 15:10:00,BANKNIFTY25JUL1929200PE.NFO,102.65,123.18,2019-07-24 09:26:00,134.02
2019-07-25 09:20:00,29106.6,29100,0,BANKNIFTY25JUL1929100CE.NFO,90.75,108.9,2019-07-25 09:33:00,BANKNIFTY25JUL1929100PE.NFO,90.75,108.9,2019-07-25 12:12:00,-36.30000000000001
2019-07-26 09:20:00,29148.95,29200,6,BANKNIFTY01AUG1929200CE.NFO,183.1,219.72,2019-07-26 09:23:00,BANKNIFTY01AUG1929200PE.NFO,315.05,139.05,2019-07-26 15:10:00,139.38
2019-07-29 09:20:00,29482.55,29500,3,BANKNIFTY01AUG1929500CE.NFO,143.4,88.5,2019-07-29 15:10:00,BANKNIFTY01AUG1929500PE.NFO,254.0,304.8,2019-07-29 11:33:00,4.099999999999994
2019-07-30 09:20:00,29533.75,29500,2,BANKNIFTY01AUG1929500CE.NFO,136.35,13.35,2019-07-30 15:10:00,BANKNIFTY01AUG1929500PE.NFO,181.55,217.86,2019-07-30 10:17:00,86.69
2019-07-31 09:20:00,28740.85,28700,1,BANKNIFTY01AUG1928700CE.NFO,140.15,168.18,2019-07-31 09:36:00,BANKNIFTY01AUG1928700PE.NFO,184.75,221.7,2019-07-31 09:30:00,-64.97999999999999
2019-08-01 09:20:00,28845.0,28800,0,BANKNIFTY01AUG1928800CE.NFO,70.15,84.18,2019-08-01 09:32:00,BANKNIFTY01AUG1928800PE.NFO,138.2,165.83999999999997,2019-08-01 10:25:00,-41.66999999999999
2019-08-02 09:20:00,28185.15,28200,6,BANKNIFTY08AUG1928200CE.NFO,281.85,338.22,2019-08-02 11:59:00,BANKNIFTY08AUG1928200PE.NFO,374.95,255.5,2019-08-02 15:10:00,63.079999999999984
2019-08-05 09:20:00,27825.0,27900,3,BANKNIFTY08AUG1927900CE.NFO,217.05,260.46000000000004,2019-08-05 12:40:00,BANKNIFTY08AUG1927900PE.NFO,363.0,435.6,2019-08-05 09:31:00,-116.01000000000005
2019-08-06 09:20:00,27931.1,27900,2,BANKNIFTY08AUG1927900CE.NFO,262.95,315.53999999999996,2019-08-06 14:00:00,BANKNIFTY08AUG1927900PE.NFO,313.55,174.65,2019-08-06 15:10:00,86.31000000000003
2019-08-07 09:20:00,28095.75,28100,1,BANKNIFTY08AUG1928100CE.NFO,182.6,19.95,2019-08-07 15:10:00,BANKNIFTY08AUG1928100PE.NFO,271.55,325.86,2019-08-07 09:23:00,108.34
2019-08-08 09:20:00,27846.45,27900,0,BANKNIFTY08AUG1927900CE.NFO,59.45,71.34,2019-08-08 14:30:00,BANKNIFTY08AUG1927900PE.NFO,170.35,204.42,2019-08-08 09:30:00,-45.959999999999994
2019-08-09 09:20:00,28430.0,28400,6,BANKNIFTY14AUG1928400CE.NFO,253.15,303.78000000000003,2019-08-09 12:39:00,BANKNIFTY14AUG1928400PE.NFO,290.5,205.4,2019-08-09 15:10:00,34.46999999999997
2019-08-13 09:20:00,28239.25,28200,2,BANKNIFTY14AUG1928200CE.NFO,171.95,15.05,2019-08-13 15:10:00,BANKNIFTY14AUG1928200PE.NFO,182.8,219.36,2019-08-13 11:37:00,120.33999999999997
2019-08-14 09:20:00,27812.6,27800,1,BANKNIFTY14AUG1927800CE.NFO,117.25,140.7,2019-08-14 09:23:00,BANKNIFTY14AUG1927800PE.NFO,143.25,0.2,2019-08-14 15:10:00,119.60000000000002
2019-08-16 09:20:00,27768.25,27800,6,BANKNIFTY22AUG1927800CE.NFO,259.3,311.16,2019-08-16 10:40:00,BANKNIFTY22AUG1927800PE.NFO,312.05,119.0,2019-08-16 15:10:00,141.19
2019-08-19 09:20:00,28425.0,28400,3,BANKNIFTY22AUG1928400CE.NFO,229.6,125.7,2019-08-19 15:10:00,BANKNIFTY22AUG1928400PE.NFO,245.0,294.0,2019-08-19 09:40:00,54.89999999999999
2019-08-20 09:20:00,28145.0,28200,2,BANKNIFTY22AUG1928200CE.NFO,180.95,97.8,2019-08-20 15:10:00,BANKNIFTY22AUG1928200PE.NFO,250.85,301.02,2019-08-20 09:52:00,32.980000000000004
2019-08-21 09:20:00,27895.0,27900,1,BANKNIFTY22AUG1927900CE.NFO,166.5,199.8,2019-08-21 09:47:00,BANKNIFTY22AUG1927900PE.NFO,192.25,230.7,2019-08-21 14:00:00,-71.75
2019-08-22 09:20:00,27618.5,27600,0,BANKNIFTY22AUG1927600CE.NFO,115.75,0.25,2019-08-22 15:10:00,BANKNIFTY22AUG1927600PE.NFO,111.8,134.16,2019-08-22 09:50:00,93.14
2019-08-23 09:20:00,26646.95,26700,6,BANKNIFTY29AUG1926700CE.NFO,308.05,369.66,2019-08-23 10:02:00,BANKNIFTY29AUG1926700PE.NFO,361.65,191.75,2019-08-23 15:10:00,108.28999999999996
2019-08-26 09:20:00,27396.05,27400,3,BANKNIFTY29AUG1927400CE.NFO,285.2,342.24,2019-08-26 12:45:00,BANKNIFTY29AUG1927400PE.NFO,288.55,346.26,2019-08-26 09:31:00,-114.75
2019-08-27 09:20:00,28207.5,28200,2,BANKNIFTY29AUG1928200CE.NFO,254.35,174.6,2019-08-27 15:10:00,BANKNIFTY29AUG1928200PE.NFO,247.7,297.24,2019-08-27 09:36:00,30.20999999999998
2019-08-28 09:20:00,28074.75,28100,1,BANKNIFTY29AUG1928100CE.NFO,199.0,51.7,2019-08-28 15:10:00,BANKNIFTY29AUG1928100PE.NFO,224.1,268.92,2019-08-28 09:52:00,102.47999999999999
2019-08-29 09:20:00,27680.0,27700,0,BANKNIFTY29AUG1927700CE.NFO,112.85,0.2,2019-08-29 15:10:00,BANKNIFTY29AUG1927700PE.NFO,131.7,158.04,2019-08-29 09:24:00,86.30999999999999
2019-08-30 09:20:00,27487.95,27500,6,BANKNIFTY05SEP1927500CE.NFO,299.7,359.64,2019-08-30 09:39:00,BANKNIFTY05SEP1927500PE.NFO,359.3,431.16,2019-08-30 11:00:00,-131.8
2019-09-03 09:20:00,27082.95,27100,2,BANKNIFTY05SEP1927100CE.NFO,224.95,114.4,2019-09-03 15:10:00,BANKNIFTY05SEP1927100PE.NFO,295.25,354.3,2019-09-03 13:39:00,51.49999999999997
2019-09-04 09:20:00,26779.1,26800,1,BANKNIFTY05SEP1926800CE.NFO,168.7,202.44,2019-09-04 09:53:00,BANKNIFTY05SEP1926800PE.NFO,250.35,33.35,2019-09-04 15:10:00,183.26
2019-09-05 09:20:00,27311.5,27300,0,BANKNIFTY05SEP1927300CE.NFO,102.9,0.1,2019-09-05 15:10:00,BANKNIFTY05SEP1927300PE.NFO,148.1,177.72,2019-09-05 09:28:00,73.18
2019-09-06 09:20:00,27169.4,27200,6,BANKNIFTY12SEP1927200CE.NFO,272.05,326.46000000000004,2019-09-06 11:11:00,BANKNIFTY12SEP1927200PE.NFO,348.6,228.5,2019-09-06 15:10:00,65.69
2019-09-09 09:20:00,27078.0,27100,3,BANKNIFTY12SEP1927100CE.NFO,199.25,239.1,2019-09-09 09:51:00,BANKNIFTY12SEP1927100PE.NFO,281.75,68.2,2019-09-09 15:10:00,173.70000000000002
2019-09-11 09:20:00,27630.7,27600,1,BANKNIFTY12SEP1927600CE.NFO,160.85,193.01999999999998,2019-09-11 10:08:00,BANKNIFTY12SEP1927600PE.NFO,173.85,44.5,2019-09-11 15:10:00,97.18
2019-09-12 09:20:00,27958.15,28000,0,BANKNIFTY12SEP1928000CE.NFO,54.4,65.28,2019-09-12 09:32:00,BANKNIFTY12SEP1928000PE.NFO,149.5,149.1,2019-09-12 15:10:00,-10.479999999999997
2019-09-13 09:20:00,27886.05,27800,6,BANKNIFTY19SEP1927800CE.NFO,299.95,359.94,2019-09-13 14:23:00,BANKNIFTY19SEP1927800PE.NFO,236.85,284.22,2019-09-13 09:40:00,-107.36000000000004
2019-09-16 09:20:00,27850.7,27900,3,BANKNIFTY19SEP1927900CE.NFO,206.2,247.44,2019-09-16 09:27:00,BANKNIFTY19SEP1927900PE.NFO,269.0,230.0,2019-09-16 15:10:00,-2.240000000000009
2019-09-17 09:20:00,27799.95,27800,2,BANKNIFTY19SEP1927800CE.NFO,209.3,23.8,2019-09-17 15:10:00,BANKNIFTY19SEP1927800PE.NFO,226.05,271.26,2019-09-17 10:15:00,140.29000000000002
2019-09-18 09:20:00,27385.55,27400,1,BANKNIFTY19SEP1927400CE.NFO,166.25,73.4,2019-09-18 15:10:00,BANKNIFTY19SEP1927400PE.NFO,201.25,241.5,2019-09-18 09:30:00,52.599999999999994
2019-09-19 09:20:00,26989.3,27000,0,BANKNIFTY19SEP1927000CE.NFO,111.3,0.2,2019-09-19 15:10:00,BANKNIFTY19SEP1927000PE.NFO,138.6,166.32,2019-09-19 09:30:00,83.38
2019-09-20 09:20:00,26778.3,26800,6,BANKNIFTY26SEP1926800CE.NFO,302.85,363.42,2019-09-20 09:29:00,BANKNIFTY26SEP1926800PE.NFO,328.15,12.7,2019-09-20 15:10:00,254.88
2019-09-23 09:20:00,29888.45,29900,3,BANKNIFTY26SEP1929900CE.NFO,430.6,516.72,2019-09-23 09:45:00,BANKNIFTY26SEP1929900PE.NFO,435.0,522.0,2019-09-23 09:21:00,-173.12
2019-09-24 09:20:00,30550.0,30400,2,BANKNIFTY26SEP1930400CE.NFO,510.3,245.95,2019-09-24 15:10:00,BANKNIFTY26SEP1930400PE.NFO,369.6,443.52000000000004,2019-09-24 09:34:00,190.43
2019-09-25 09:20:00,29901.65,29900,1,BANKNIFTY26SEP1929900CE.NFO,265.85,81.0,2019-09-25 15:10:00,BANKNIFTY26SEP1929900PE.NFO,268.6,322.32000000000005,2019-09-25 10:17:00,131.13
2019-09-26 09:20:00,29801.0,29800,0,BANKNIFTY26SEP1929800CE.NFO,147.6,177.12,2019-09-26 09:25:00,BANKNIFTY26SEP1929800PE.NFO,146.05,0.7,2019-09-26 15:10:00,115.83000000000001
2019-09-27 09:20:00,29899.3,30000,6,BANKNIFTY03OCT1930000CE.NFO,373.3,447.96000000000004,2019-09-27 09:26:00,BANKNIFTY03OCT1930000PE.NFO,573.3,443.1,2019-09-27 15:10:00,55.53999999999991
2019-09-30 09:20:00,29910.1,29900,3,BANKNIFTY03OCT1929900CE.NFO,344.25,104.05,2019-09-30 15:10:00,BANKNIFTY03OCT1929900PE.NFO,432.55,519.0600000000001,2019-09-30 09:30:00,153.68999999999994
2019-10-01 09:20:00,29645.0,29600,2,BANKNIFTY03OCT1929600CE.NFO,248.1,36.15,2019-10-01 15:10:00,BANKNIFTY03OCT1929600PE.NFO,311.4,373.67999999999995,2019-10-01 09:43:00,149.67000000000002
2019-10-03 09:20:00,28453.15,28500,0,BANKNIFTY03OCT1928500CE.NFO,163.7,196.44,2019-10-03 09:26:00,BANKNIFTY03OCT1928500PE.NFO,346.25,85.3,2019-10-03 15:10:00,228.20999999999998
2019-10-04 09:20:00,28831.6,28800,6,BANKNIFTY10OCT1928800CE.NFO,485.25,109.85,2019-10-04 15:10:00,BANKNIFTY10OCT1928800PE.NFO,527.4,632.88,2019-10-04 11:34:00,269.91999999999996
2019-10-07 09:20:00,27732.75,27700,3,BANKNIFTY10OCT1927700CE.NFO,386.6,463.92,2019-10-07 09:40:00,BANKNIFTY10OCT1927700PE.NFO,432.95,260.85,2019-10-07 15:10:00,94.77999999999997
2019-10-09 09:20:00,27912.4,27900,1,BANKNIFTY10OCT1927900CE.NFO,246.25,295.5,2019-10-09 09:21:00,BANKNIFTY10OCT1927900PE.NFO,312.45,16.55,2019-10-09 15:10:00,246.64999999999998
2019-10-10 09:20:00,28593.2,28600,0,BANKNIFTY10OCT1928600CE.NFO,141.85,0.15,2019-10-10 15:10:00,BANKNIFTY10OCT1928600PE.NFO,216.75,260.1,2019-10-10 09:26:00,98.34999999999997
2019-10-11 09:20:00,28487.0,28500,6,BANKNIFTY17OCT1928500CE.NFO,422.2,506.64,2019-10-11 09:35:00,BANKNIFTY17OCT1928500PE.NFO,486.95,584.34,2019-10-11 10:33:00,-181.83000000000004
2019-10-14 09:20:00,28350.0,28400,3,BANKNIFTY17OCT1928400CE.NFO,396.25,475.5,2019-10-14 14:00:00,BANKNIFTY17OCT1928400PE.NFO,486.4,583.68,2019-10-14 09:26:00,-176.52999999999997
2019-10-15 09:20:00,28414.75,28400,2,BANKNIFTY17OCT1928400CE.NFO,338.95,406.74,2019-10-15 14:17:00,BANKNIFTY17OCT1928400PE.NFO,376.15,215.65,2019-10-15 15:10:00,92.70999999999995
2019-10-16 09:20:00,28687.25,28700,1,BANKNIFTY17OCT1928700CE.NFO,236.55,126.6,2019-10-16 15:10:00,BANKNIFTY17OCT1928700PE.NFO,298.6,358.32000000000005,2019-10-16 12:59:00,50.22999999999999
2019-10-17 09:20:00,28740.35,28700,0,BANKNIFTY17OCT1928700CE.NFO,156.8,188.16000000000003,2019-10-17 13:13:00,BANKNIFTY17OCT1928700PE.NFO,167.95,201.54,2019-10-17 09:25:00,-64.95000000000002
2019-10-18 09:20:00,28943.65,28900,6,BANKNIFTY24OCT1928900CE.NFO,386.1,463.32000000000005,2019-10-18 09:30:00,BANKNIFTY24OCT1928900PE.NFO,382.25,269.55,2019-10-18 15:10:00,35.47999999999996
2019-10-22 09:20:00,29277.05,29300,2,BANKNIFTY24OCT1929300CE.NFO,325.55,390.66,2019-10-22 09:26:00,BANKNIFTY24OCT1929300PE.NFO,378.9,201.05,2019-10-22 15:10:00,112.73999999999995
2019-10-23 09:20:00,29379.85,29400,1,BANKNIFTY24OCT1929400CE.NFO,223.8,268.56,2019-10-23 10:10:00,BANKNIFTY24OCT1929400PE.NFO,280.45,336.53999999999996,2019-10-23 09:26:00,-100.84999999999997
2019-10-24 09:20:00,29685.1,29700,0,BANKNIFTY24OCT1929700CE.NFO,133.45,0.2,2019-10-24 15:10:00,BANKNIFTY24OCT1929700PE.NFO,171.5,205.8,2019-10-24 09:58:00,98.94999999999999
2019-10-25 09:20:00,29185.5,29100,6,BANKNIFTY31OCT1929100CE.NFO,403.6,484.32000000000005,2019-10-25 15:00:00,BANKNIFTY31OCT1929100PE.NFO,310.65,372.78,2019-10-25 12:46:00,-142.85000000000002
2019-10-29 09:20:00,29480.4,29400,2,BANKNIFTY31OCT1929400CE.NFO,291.45,349.74,2019-10-29 10:00:00,BANKNIFTY31OCT1929400PE.NFO,210.95,75.0,2019-10-29 15:10:00,77.65999999999997
2019-10-30 09:20:00,29978.0,30000,1,BANKNIFTY31OCT1930000CE.NFO,204.65,245.58,2019-10-30 10:26:00,BANKNIFTY31OCT1930000PE.NFO,223.25,267.9,2019-10-30 09:33:00,-85.57999999999998
2019-10-31 09:20:00,30104.85,30100,0,BANKNIFTY31OCT1930100CE.NFO,146.35,175.62,2019-10-31 09:22:00,BANKNIFTY31OCT1930100PE.NFO,142.05,10.9,2019-10-31 15:10:00,101.88
2019-11-01 09:20:00,30150.0,30200,6,BANKNIFTY07NOV1930200CE.NFO,290.45,348.53999999999996,2019-11-01 10:05:00,BANKNIFTY07NOV1930200PE.NFO,420.15,282.45,2019-11-01 15:10:00,79.61000000000001
2019-11-04 09:20:00,30587.1,30600,3,BANKNIFTY07NOV1930600CE.NFO,240.95,156.0,2019-11-04 15:10:00,BANKNIFTY07NOV1930600PE.NFO,320.3,384.36,2019-11-04 11:44:00,20.889999999999986
2019-11-05 09:20:00,30385.0,30400,2,BANKNIFTY07NOV1930400CE.NFO,228.15,150.0,2019-11-05 15:10:00,BANKNIFTY07NOV1930400PE.NFO,303.5,364.2,2019-11-05 13:10:00,17.450000000000017
2019-11-06 09:20:00,30151.15,30100,1,BANKNIFTY07NOV1930100CE.NFO,188.35,226.01999999999998,2019-11-06 11:35:00,BANKNIFTY07NOV1930100PE.NFO,202.8,24.05,2019-11-06 15:10:00,141.08
2019-11-07 09:20:00,30799.0,30800,0,BANKNIFTY07NOV1930800CE.NFO,100.1,0.35,2019-11-07 15:10:00,BANKNIFTY07NOV1930800PE.NFO,157.8,189.36,2019-11-07 09:49:00,68.19
2019-11-08 09:20:00,30538.0,30500,6,BANKNIFTY14NOV1930500CE.NFO,314.5,377.4,2019-11-08 09:52:00,BANKNIFTY14NOV1930500PE.NFO,331.4,194.5,2019-11-08 15:10:00,74.0
2019-11-11 09:20:00,30714.0,30700,3,BANKNIFTY14NOV1930700CE.NFO,261.0,313.2,2019-11-11 09:25:00,BANKNIFTY14NOV1930700PE.NFO,296.95,122.7,2019-11-11 15:10:00,122.05000000000001
2019-11-13 09:20:00,31075.0,31100,1,BANKNIFTY14NOV1931100CE.NFO,191.0,18.95,2019-11-13 15:10:00,BANKNIFTY14NOV1931100PE.NFO,247.2,296.64,2019-11-13 10:35:00,122.61000000000001
2019-11-14 09:20:00,30552.0,30600,0,BANKNIFTY14NOV1930600CE.NFO,89.05,106.86,2019-11-14 10:43:00,BANKNIFTY14NOV1930600PE.NFO,163.2,195.83999999999997,2019-11-14 09:23:00,-50.44999999999999
2019-11-15 09:20:00,30937.7,30900,6,BANKNIFTY21NOV1930900CE.NFO,315.0,378.0,2019-11-15 10:12:00,BANKNIFTY21NOV1930900PE.NFO,305.8,233.65,2019-11-15 15:10:00,9.150000000000006
2019-11-18 09:20:00,31139.9,31100,3,BANKNIFTY21NOV1931100CE.NFO,291.5,203.9,2019-11-18 15:10:00,BANKNIFTY21NOV1931100PE.NFO,271.35,325.62,2019-11-18 09:59:00,33.33000000000001
2019-11-19 09:20:00,31040.6,31100,2,BANKNIFTY21NOV1931100CE.NFO,214.2,257.03999999999996,2019-11-19 10:41:00,BANKNIFTY21NOV1931100PE.NFO,297.15,178.0,2019-11-19 15:10:00,76.31
2019-11-20 09:20:00,31272.0,31300,1,BANKNIFTY21NOV1931300CE.NFO,176.45,211.73999999999998,2019-11-20 13:09:00,BANKNIFTY21NOV1931300PE.NFO,222.9,134.9,2019-11-20 15:10:00,52.71000000000001
2019-11-21 09:20:00,31300.9,31300,0,BANKNIFTY21NOV1931300CE.NFO,127.15,152.58,2019-11-21 12:07:00,BANKNIFTY21NOV1931300PE.NFO,126.9,2.45,2019-11-21 15:10:00,99.02
2019-11-22 09:20:00,31282.8,31300,6,BANKNIFTY28NOV1931300CE.NFO,273.2,167.5,2019-11-22 15:10:00,BANKNIFTY28NOV1931300PE.NFO,289.2,347.03999999999996,2019-11-22 11:38:00,47.860000000000014
2019-11-25 09:20:00,31144.95,31200,3,BANKNIFTY28NOV1931200CE.NFO,201.85,242.22,2019-11-25 10:40:00,BANKNIFTY28NOV1931200PE.NFO,249.85,73.6,2019-11-25 15:10:00,135.88
2019-11-26 09:20:00,31684.0,31700,2,BANKNIFTY28NOV1931700CE.NFO,185.55,222.66000000000003,2019-11-26 09:35:00,BANKNIFTY28NOV1931700PE.NFO,196.0,235.2,2019-11-26 10:42:00,-76.31
2019-11-27 09:20:00,31802.1,31800,1,BANKNIFTY28NOV1931800CE.NFO,164.2,161.1,2019-11-27 15:10:00,BANKNIFTY28NOV1931800PE.NFO,161.0,90.6,2019-11-27 15:10:00,73.5
2019-11-28 09:20:00,31924.0,31900,0,BANKNIFTY28NOV1931900CE.NFO,109.9,131.88,2019-11-28 09:56:00,BANKNIFTY28NOV1931900PE.NFO,84.35,0.2,2019-11-28 15:10:00,62.17
2019-11-29 09:20:00,32087.9,32100,6,BANKNIFTY05DEC1932100CE.NFO,220.0,167.25,2019-11-29 15:10:00,BANKNIFTY05DEC1932100PE.NFO,311.7,374.03999999999996,2019-11-29 11:43:00,-9.589999999999975
2019-12-02 09:20:00,31900.1,31900,3,BANKNIFTY05DEC1931900CE.NFO,209.9,251.88,2019-12-02 09:44:00,BANKNIFTY05DEC1931900PE.NFO,261.0,223.95,2019-12-02 15:10:00,-4.929999999999978
2019-12-03 09:20:00,31862.0,31900,2,BANKNIFTY05DEC1931900CE.NFO,155.2,75.5,2019-12-03 15:10:00,BANKNIFTY05DEC1931900PE.NFO,243.05,291.66,2019-12-03 10:43:00,31.089999999999975
